buyer_id,buyer_name,email,phone,country,registration_date,prime_user,gender
221,Buyer_221,user221@example.com,919615000000,Germany,2021-01-10 04:00:00,No,M
222,Buyer_222,user222@example.com,918744000000,Canada,2021-01-10 05:00:00,No,F
223,Buyer_223,user223@example.com,918180000000,UK,2021-01-10 06:00:00,Yes,M
224,Buyer_224,user224@example.com,918616000000,UK,2021-01-10 07:00:00,Yes,F
225,Buyer_225,user225@example.com,916854000000,India,2021-01-10 08:00:00,Yes,F
226,Buyer_226,user226@example.com,916656000000,Canada,2021-01-10 09:00:00,No,M
227,Buyer_227,user227@example.com,917606000000,Canada,2021-01-10 10:00:00,Yes,M
228,Buyer_228,user228@example.com,919275000000,UK,2021-01-10 11:00:00,No,F
229,Buyer_229,user229@example.com,916694000000,USA,2021-01-10 12:00:00,Yes,F
230,Buyer_230,user230@example.com,918317000000,UK,2021-01-10 13:00:00,No,F
231,Buyer_231,user231@example.com,919344000000,India,2021-01-10 14:00:00,Yes,M
232,Buyer_232,user232@example.com,919962000000,USA,2021-01-10 15:00:00,Yes,F
233,Buyer_233,user233@example.com,918278000000,USA,2021-01-10 16:00:00,No,M
234,Buyer_234,user234@example.com,919945000000,UK,2021-01-10 17:00:00,Yes,F
235,Buyer_235,user235@example.com,916002000000,India,2021-01-10 18:00:00,Yes,F
236,Buyer_236,user236@example.com,918572000000,Canada,2021-01-10 19:00:00,No,F
237,Buyer_237,user237@example.com,917392000000,USA,2021-01-10 20:00:00,Yes,M
238,Buyer_238,user238@example.com,918099000000,India,2021-01-10 21:00:00,No,M
239,Buyer_239,user239@example.com,916084000000,Germany,2021-01-10 22:00:00,No,M
240,Buyer_240,user240@example.com,916480000000,Canada,2021-01-10 23:00:00,Yes,F
241,Buyer_241,user241@example.com,919990000000,Canada,2021-01-11 00:00:00,Yes,M
242,Buyer_242,user242@example.com,917559000000,USA,2021-01-11 01:00:00,No,M
243,Buyer_243,user243@example.com,919774000000,India,2021-01-11 02:00:00,Yes,F
244,Buyer_244,user244@example.com,919572000000,UK,2021-01-11 03:00:00,Yes,F
245,Buyer_245,user245@example.com,919465000000,Canada,2021-01-11 04:00:00,Yes,M
246,Buyer_246,user246@example.com,917321000000,Germany,2021-01-11 05:00:00,Yes,F
247,Buyer_247,user247@example.com,917028000000,Canada,2021-01-11 06:00:00,Yes,M
248,Buyer_248,user248@example.com,916249000000,Canada,2021-01-11 07:00:00,No,F
249,Buyer_249,user249@example.com,917035000000,Canada,2021-01-11 08:00:00,Yes,M
250,Buyer_250,user250@example.com,919771000000,USA,2021-01-11 09:00:00,No,M
251,Buyer_251,user251@example.com,918437000000,Canada,2021-01-11 10:00:00,No,M
252,Buyer_252,user252@example.com,916338000000,USA,2021-01-11 11:00:00,No,F
253,Buyer_253,user253@example.com,916368000000,India,2021-01-11 12:00:00,Yes,M
254,Buyer_254,user254@example.com,919144000000,USA,2021-01-11 13:00:00,Yes,M
255,Buyer_255,user255@example.com,918087000000,India,2021-01-11 14:00:00,Yes,F
256,Buyer_256,user256@example.com,919505000000,India,2021-01-11 15:00:00,Yes,M
257,Buyer_257,user257@example.com,916297000000,Canada,2021-01-11 16:00:00,No,F
258,Buyer_258,user258@example.com,919267000000,Germany,2021-01-11 17:00:00,Yes,F
259,Buyer_259,user259@example.com,918288000000,Canada,2021-01-11 18:00:00,No,M
260,Buyer_260,user260@example.com,919289000000,Germany,2021-01-11 19:00:00,No,F
261,Buyer_261,user261@example.com,916540000000,India,2021-01-11 20:00:00,No,F
262,Buyer_262,user262@example.com,916551000000,Canada,2021-01-11 21:00:00,Yes,M
263,Buyer_263,user263@example.com,918834000000,Germany,2021-01-11 22:00:00,No,F
264,Buyer_264,user264@example.com,918041000000,Canada,2021-01-11 23:00:00,Yes,F
265,Buyer_265,user265@example.com,918361000000,Germany,2021-01-12 00:00:00,No,M
266,Buyer_266,user266@example.com,916709000000,USA,2021-01-12 01:00:00,No,M
267,Buyer_267,user267@example.com,917138000000,UK,2021-01-12 02:00:00,No,F
268,Buyer_268,user268@example.com,918266000000,India,2021-01-12 03:00:00,Yes,F
269,Buyer_269,user269@example.com,919747000000,USA,2021-01-12 04:00:00,No,M
270,Buyer_270,user270@example.com,918605000000,Germany,2021-01-12 05:00:00,Yes,F
271,Buyer_271,user271@example.com,917817000000,India,2021-01-12 06:00:00,No,F
272,Buyer_272,user272@example.com,916910000000,Germany,2021-01-12 07:00:00,Yes,F
273,Buyer_273,user273@example.com,919990000000,Canada,2021-01-12 08:00:00,No,M
274,Buyer_274,user274@example.com,918316000000,Canada,2021-01-12 09:00:00,No,F
275,Buyer_275,user275@example.com,919244000000,USA,2021-01-12 10:00:00,No,M
276,Buyer_276,user276@example.com,919135000000,Canada,2021-01-12 11:00:00,No,M
277,Buyer_277,user277@example.com,918963000000,Canada,2021-01-12 12:00:00,No,F
278,Buyer_278,user278@example.com,916864000000,India,2021-01-12 13:00:00,No,M
279,Buyer_279,user279@example.com,919062000000,Germany,2021-01-12 14:00:00,No,M
280,Buyer_280,user280@example.com,917339000000,Canada,2021-01-12 15:00:00,Yes,F
281,Buyer_281,user281@example.com,917714000000,Canada,2021-01-12 16:00:00,No,M
282,Buyer_282,user282@example.com,918885000000,USA,2021-01-12 17:00:00,Yes,M
283,Buyer_283,user283@example.com,918791000000,UK,2021-01-12 18:00:00,No,M
284,Buyer_284,user284@example.com,917604000000,Canada,2021-01-12 19:00:00,Yes,F
285,Buyer_285,user285@example.com,917882000000,India,2021-01-12 20:00:00,No,F
286,Buyer_286,user286@example.com,919864000000,Germany,2021-01-12 21:00:00,Yes,F
287,Buyer_287,user287@example.com,918223000000,USA,2021-01-12 22:00:00,No,M
288,Buyer_288,user288@example.com,917939000000,Canada,2021-01-12 23:00:00,No,F
289,Buyer_289,user289@example.com,916520000000,India,2021-01-13 00:00:00,No,F
290,Buyer_290,user290@example.com,917065000000,Canada,2021-01-13 01:00:00,Yes,M
291,Buyer_291,user291@example.com,916965000000,India,2021-01-13 02:00:00,No,F
292,Buyer_292,user292@example.com,916275000000,Germany,2021-01-13 03:00:00,No,M
293,Buyer_293,user293@example.com,917452000000,Germany,2021-01-13 04:00:00,Yes,M
294,Buyer_294,user294@example.com,916090000000,Canada,2021-01-13 05:00:00,Yes,F
295,Buyer_295,user295@example.com,918527000000,UK,2021-01-13 06:00:00,Yes,M
296,Buyer_296,user296@example.com,918379000000,USA,2021-01-13 07:00:00,Yes,F
297,Buyer_297,user297@example.com,916988000000,USA,2021-01-13 08:00:00,Yes,M
298,Buyer_298,user298@example.com,918527000000,India,2021-01-13 09:00:00,No,F
299,Buyer_299,user299@example.com,916946000000,USA,2021-01-13 10:00:00,No,F
300,Buyer_300,user300@example.com,916031000000,India,2021-01-13 11:00:00,Yes,F
301,Buyer_301,user301@example.com,916305000000,India,2021-01-13 12:00:00,No,F
302,Buyer_302,user302@example.com,919040000000,USA,2021-01-13 13:00:00,Yes,M
303,Buyer_303,user303@example.com,918711000000,Germany,2021-01-13 14:00:00,No,F
304,Buyer_304,user304@example.com,916253000000,Canada,2021-01-13 15:00:00,Yes,M
305,Buyer_305,user305@example.com,916983000000,Canada,2021-01-13 16:00:00,Yes,F
306,Buyer_306,user306@example.com,916289000000,UK,2021-01-13 17:00:00,No,F
307,Buyer_307,user307@example.com,919889000000,USA,2021-01-13 18:00:00,No,F
308,Buyer_308,user308@example.com,916135000000,UK,2021-01-13 19:00:00,No,M
309,Buyer_309,user309@example.com,919692000000,India,2021-01-13 20:00:00,No,F
310,Buyer_310,user310@example.com,917419000000,UK,2021-01-13 21:00:00,Yes,M
311,Buyer_311,user311@example.com,916304000000,Canada,2021-01-13 22:00:00,No,M
312,Buyer_312,user312@example.com,918208000000,Germany,2021-01-13 23:00:00,No,M
313,Buyer_313,user313@example.com,917022000000,Germany,2021-01-14 00:00:00,Yes,M
314,Buyer_314,user314@example.com,917196000000,India,2021-01-14 01:00:00,No,M
315,Buyer_315,user315@example.com,918873000000,India,2021-01-14 02:00:00,No,F
316,Buyer_316,user316@example.com,918085000000,Canada,2021-01-14 03:00:00,No,M
317,Buyer_317,user317@example.com,916920000000,USA,2021-01-14 04:00:00,No,F
318,Buyer_318,user318@example.com,918316000000,USA,2021-01-14 05:00:00,No,F
319,Buyer_319,user319@example.com,916568000000,Canada,2021-01-14 06:00:00,No,F
320,Buyer_320,user320@example.com,919107000000,India,2021-01-14 07:00:00,Yes,F
321,Buyer_321,user321@example.com,919790000000,India,2021-01-14 08:00:00,Yes,M
322,Buyer_322,user322@example.com,918453000000,USA,2021-01-14 09:00:00,No,F
323,Buyer_323,user323@example.com,918475000000,Germany,2021-01-14 10:00:00,Yes,M
324,Buyer_324,user324@example.com,918030000000,UK,2021-01-14 11:00:00,No,F
325,Buyer_325,user325@example.com,917044000000,Canada,2021-01-14 12:00:00,No,F
326,Buyer_326,user326@example.com,919370000000,India,2021-01-14 13:00:00,Yes,F
327,Buyer_327,user327@example.com,918031000000,UK,2021-01-14 14:00:00,Yes,M
328,Buyer_328,user328@example.com,919468000000,Germany,2021-01-14 15:00:00,No,F
329,Buyer_329,user329@example.com,917748000000,UK,2021-01-14 16:00:00,No,F
330,Buyer_330,user330@example.com,916818000000,India,2021-01-14 17:00:00,Yes,M
331,Buyer_331,user331@example.com,916405000000,Canada,2021-01-14 18:00:00,No,M
